,LEVEL,POSITION,TECH_STACK,EXPERIENCE,GENDER,COMPANY,COMPANY_SIZE,WORK_TYPE,CITY,CURRENCY,SALARY_FOR_OTHER_CURRENCY,SALARY_FOR_TL_CURRENCY,MIN_TL,MAX_TL,CUR_MIN,CUR_MAX
1061,Senior,FULL STACK DEVELOPER,".Net, React",7 - 10 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,20.000 TL - 20.999 TL,20000.0,20999.0,0.0,0.0
1062,Senior,FRONT-END DEVELOPER,"JavaScript | Html | Css, Angular",3 - 5 Yıl,Kadın,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,16.000 TL - 16.999 TL,16000.0,16999.0,0.0,0.0
1063,Middle,DATABASE ADMIN,"Php, Python",0 - 1 Yıl,Erkek,Kurumsal,50 - 100 Kişi,Ofis,Ankara,₺ - Türk Lirası,,6.000 TL - 6.999 TL,6000.0,6999.0,0.0,0.0
1064,Senior,TEAM / TECH LEAD,.Net,5 - 7 Yıl,Erkek,Kurumsal,250+,Hibrit,Eskişehir,₺ - Türk Lirası,,23.000 TL - 23.999 TL,23000.0,23999.0,0.0,0.0
1065,Middle,BACK-END DEVELOPER,"Python, JavaScript | Html | Css",1 - 3 Yıl,Erkek,E-Ticaret,100 - 250 Kişi,Remote,İstanbul,₺ - Türk Lirası,,16.000 TL - 16.999 TL,16000.0,16999.0,0.0,0.0
1066,Senior,TEAM / TECH LEAD,"Java, Python, Kotlin",10 - 14 Yıl,Erkek,DIGER,250+,Remote,İstanbul,₺ - Türk Lirası,,50.000 TL ve üzeri,50000.0,60000.0,0.0,0.0
1067,Senior,CTO,".Net, React, Vue, Angular, Flutter",15 Yıl ve üzeri,Erkek,Dijital / Reklam Ajansı,100 - 250 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,45.000 TL - 45.999 TL,45000.0,45999.0,0.0,0.0
1068,Middle,BACK-END DEVELOPER,"Php, Go, JavaScript | Html | Css",3 - 5 Yıl,Erkek,Kurumsal,250+,Hibrit,Berlin,€ - Euro,5.000 - 5.999,,97350.0,116800.53,5000.0,5999.0
1069,Junior,BACK-END DEVELOPER,"Java, JavaScript | Html | Css",0 - 1 Yıl,Kadın,Startup,25 - 50 Kişi,Geçici Hibrit,Ankara,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
1070,Senior,TEAM / TECH LEAD,".Net, Delphi",15 Yıl ve üzeri,Erkek,Kurumsal,250+,Geçici Hibrit,İstanbul,₺ - Türk Lirası,,20.000 TL - 20.999 TL,20000.0,20999.0,0.0,0.0
1071,Middle,BACK-END DEVELOPER,.Net,3 - 5 Yıl,Erkek,Startup,1 - 10 Kişi,Remote,İstanbul,₺ - Türk Lirası,,15.000 TL - 15.999 TL,15000.0,15999.0,0.0,0.0
1072,Middle,BACK-END DEVELOPER,".Net, React",3 - 5 Yıl,Erkek,Kurumsal,250+,Remote,Antalya,₺ - Türk Lirası,,14.000 TL - 14.999 TL,14000.0,14999.0,0.0,0.0
1073,Middle,BACK-END DEVELOPER,Php,3 - 5 Yıl,Erkek,Kurumsal,100 - 250 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,18.000 TL - 18.999 TL,18000.0,18999.0,0.0,0.0
1074,Senior,BACK-END DEVELOPER,.Net,5 - 7 Yıl,Erkek,Startup,25 - 50 Kişi,Geçici Remote,İstanbul,₺ - Türk Lirası,,16.000 TL - 16.999 TL,16000.0,16999.0,0.0,0.0
1075,Junior,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css",1 - 3 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,11.000 TL - 11.999 TL,11000.0,11999.0,0.0,0.0
1076,Middle,DEVOPS ENGINEER,.Net,3 - 5 Yıl,Erkek,E-Ticaret,250+,Geçici Remote,İstanbul,₺ - Türk Lirası,,16.000 TL - 16.999 TL,16000.0,16999.0,0.0,0.0
1077,Middle,EMBEDDED SOFTWARE DEVELOPER,C / C++,3 - 5 Yıl,Erkek,Kurumsal,100 - 250 Kişi,Ofis,Ankara,₺ - Türk Lirası,,14.000 TL - 14.999 TL,14000.0,14999.0,0.0,0.0
1078,Middle,BACK-END DEVELOPER,.Net,7 - 10 Yıl,Erkek,Outsource,1 - 10 Kişi,Hibrit,İzmir,₺ - Türk Lirası,,13.000 TL - 13.999 TL,13000.0,13999.0,0.0,0.0
1079,Middle,FULL STACK DEVELOPER,"Java, Angular",5 - 7 Yıl,Erkek,DIGER,50 - 100 Kişi,Remote,İstanbul,₺ - Türk Lirası,,12.000 TL - 12.999 TL,12000.0,12999.0,0.0,0.0
1080,Senior,FRONT-END DEVELOPER,"JavaScript | Html | Css, React",7 - 10 Yıl,Erkek,Startup,25 - 50 Kişi,Remote,İstanbul,₺ - Türk Lirası,,20.000 TL - 20.999 TL,20000.0,20999.0,0.0,0.0
1081,Middle,MOBILE APPLICATION DEVELOPER,"Java, Kotlin",1 - 3 Yıl,Erkek,E-Ticaret,100 - 250 Kişi,Remote,Eskişehir,₺ - Türk Lirası,,8.000 TL - 8.999 TL,8000.0,8999.0,0.0,0.0
1082,Middle,GAME DEVELOPER,".Net, Unity",3 - 5 Yıl,Erkek,Startup,1 - 10 Kişi,Ofis,İstanbul,₺ - Türk Lirası,,14.000 TL - 14.999 TL,14000.0,14999.0,0.0,0.0
1083,Middle,EMBEDDED SOFTWARE DEVELOPER,".Net, C / C++",3 - 5 Yıl,Erkek,Kurumsal,250+,Geçici Remote,İstanbul,₺ - Türk Lirası,,12.000 TL - 12.999 TL,12000.0,12999.0,0.0,0.0
1084,Middle,FRONT-END DEVELOPER,"React, Vue, React Native",1 - 3 Yıl,Erkek,E-Ticaret,250+,Geçici Remote,Bolu,₺ - Türk Lirası,,13.000 TL - 13.999 TL,13000.0,13999.0,0.0,0.0
1085,Senior,BACK-END DEVELOPER,Java,7 - 10 Yıl,Kadın,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,19.000 TL - 19.999 TL,19000.0,19999.0,0.0,0.0
1086,Senior,TEAM / TECH LEAD,".Net, React",10 - 14 Yıl,Erkek,Kurumsal,100 - 250 Kişi,Ofis,İzmir,₺ - Türk Lirası,,11.000 TL - 11.999 TL,11000.0,11999.0,0.0,0.0
1087,Senior,SOFTWARE DEVELOPMENT MANAGER,"Java, Kotlin, Swift / Objective C",10 - 14 Yıl,Erkek,Startup,25 - 50 Kişi,Hibrit,İzmir,₺ - Türk Lirası,,43.000 TL - 43.999 TL,43000.0,43999.0,0.0,0.0
1088,Senior,FULL STACK DEVELOPER,"Java, .Net, JavaScript | Html | Css, React",7 - 10 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,30.000 TL - 30.999 TL,30000.0,30999.0,0.0,0.0
1089,Middle,FULL STACK DEVELOPER,"Java, Go, React",5 - 7 Yıl,Erkek,E-Ticaret,250+,Remote,İstanbul,₺ - Türk Lirası,,24.000 TL - 24.999 TL,24000.0,24999.0,0.0,0.0
1090,Junior,FULL STACK DEVELOPER,JavaScript | Html | Css,0 - 1 Yıl,Kadın,Kurumsal,250+,Geçici Hibrit,İstanbul,₺ - Türk Lirası,,12.000 TL - 12.999 TL,12000.0,12999.0,0.0,0.0
1091,Senior,TEAM / TECH LEAD,"Java, Kotlin, Swift / Objective C",7 - 10 Yıl,Erkek,Outsource,250+,Remote,İstanbul,₺ - Türk Lirası,,27.000 TL - 27.999 TL,27000.0,27999.0,0.0,0.0
1092,Senior,BACK-END DEVELOPER,.Net,7 - 10 Yıl,Kadın,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,21.000 TL - 21.999 TL,21000.0,21999.0,0.0,0.0
1093,Senior,FULL STACK DEVELOPER,".Net, Php, JavaScript | Html | Css",15 Yıl ve üzeri,Erkek,Kurumsal,250+,Ofis,Ankara,₺ - Türk Lirası,,15.000 TL - 15.999 TL,15000.0,15999.0,0.0,0.0
1094,Middle,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css, React, Vue, Angular, Flutter",1 - 3 Yıl,Erkek,Kurumsal,25 - 50 Kişi,Ofis,İstanbul,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
1095,Middle,FRONT-END DEVELOPER,React,1 - 3 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,9.000 TL - 9.999 TL,9000.0,9999.0,0.0,0.0
1096,Senior,FRONT-END DEVELOPER,"JavaScript | Html | Css, React, Vue, Angular",10 - 14 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,13.000 TL - 13.999 TL,13000.0,13999.0,0.0,0.0
1097,Senior,MOBILE APPLICATION DEVELOPER,"Java, Swift / Objective C",10 - 14 Yıl,Erkek,Startup,100 - 250 Kişi,Geçici Remote,İstanbul,₺ - Türk Lirası,,20.000 TL - 20.999 TL,20000.0,20999.0,0.0,0.0
1098,Senior,FULL STACK DEVELOPER,".Net, Swift / Objective C, Flutter, Unity",10 - 14 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,26.000 TL - 26.999 TL,26000.0,26999.0,0.0,0.0
1099,Senior,BACK-END DEVELOPER,Python,5 - 7 Yıl,Kadın,Startup,25 - 50 Kişi,Remote,İstanbul,₺ - Türk Lirası,,20.000 TL - 20.999 TL,20000.0,20999.0,0.0,0.0
1100,Senior,BACK-END DEVELOPER,"Java, C / C++",3 - 5 Yıl,Erkek,Kurumsal,250+,Geçici Remote,İstanbul,₺ - Türk Lirası,,15.000 TL - 15.999 TL,15000.0,15999.0,0.0,0.0
1101,Senior,SOFTWARE ARCHITECT,"Java, Angular",7 - 10 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,27.000 TL - 27.999 TL,27000.0,27999.0,0.0,0.0
1102,Middle,FRONT-END DEVELOPER,Flutter,1 - 3 Yıl,Erkek,Kurumsal,1 - 10 Kişi,Remote,Bursa,₺ - Türk Lirası,,5.000 TL - 5.999 TL,5000.0,5999.0,0.0,0.0
1103,Middle,FULL STACK DEVELOPER,.Net,1 - 3 Yıl,Erkek,Kurumsal,50 - 100 Kişi,Hibrit,Ankara,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
1104,Middle,QA / TEST AUTOMATION DEVELOPER,Ruby,1 - 3 Yıl,Kadın,Startup,50 - 100 Kişi,Remote,İstanbul,₺ - Türk Lirası,,16.000 TL - 16.999 TL,16000.0,16999.0,0.0,0.0
1105,Senior,FULL STACK DEVELOPER,"Java, JavaScript | Html | Css, Angular",7 - 10 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,28.000 TL - 28.999 TL,28000.0,28999.0,0.0,0.0
1106,Senior,BACK-END DEVELOPER,Java,5 - 7 Yıl,Erkek,Outsource,100 - 250 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,23.000 TL - 23.999 TL,23000.0,23999.0,0.0,0.0
1107,Middle,FULL STACK DEVELOPER,"Php, JavaScript | Html | Css",5 - 7 Yıl,Erkek,E-Ticaret,1 - 10 Kişi,Ofis,İstanbul,₺ - Türk Lirası,,5.000 TL - 5.999 TL,5000.0,5999.0,0.0,0.0
1108,Senior,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css, Angular",3 - 5 Yıl,Erkek,Kurumsal,250+,Geçici Remote,İstanbul,₺ - Türk Lirası,,15.000 TL - 15.999 TL,15000.0,15999.0,0.0,0.0
1109,Senior,FRONT-END DEVELOPER,"JavaScript | Html | Css, React",15 Yıl ve üzeri,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,18.000 TL - 18.999 TL,18000.0,18999.0,0.0,0.0
1110,Senior,BACK-END DEVELOPER,Java,5 - 7 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,21.000 TL - 21.999 TL,21000.0,21999.0,0.0,0.0
1111,Senior,FULL STACK DEVELOPER,".Net, Angular",3 - 5 Yıl,Erkek,Kurumsal,50 - 100 Kişi,Ofis,Ankara,₺ - Türk Lirası,,9.000 TL - 9.999 TL,9000.0,9999.0,0.0,0.0
1112,Junior,BACK-END DEVELOPER,Java,0 - 1 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
1113,Senior,SOFTWARE DEVELOPMENT MANAGER,".Net, React",15 Yıl ve üzeri,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,23.000 TL - 23.999 TL,23000.0,23999.0,0.0,0.0
1114,Middle,FULL STACK DEVELOPER,"Java, JavaScript | Html | Css",3 - 5 Yıl,Erkek,Kurumsal,250+,Geçici Hibrit,Trabzon,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
1115,Senior,BACK-END DEVELOPER,"Go, JavaScript | Html | Css",5 - 7 Yıl,Erkek,Startup,10 - 25 Kişi,Hibrit,İstanbul,$ - Dolar,2.000 - 2.999,,37260.0,55871.369999999995,2000.0,2999.0
1116,Junior,BACK-END DEVELOPER,".Net, JavaScript | Html | Css",1 - 3 Yıl,Erkek,E-Ticaret,100 - 250 Kişi,Ofis,İstanbul,₺ - Türk Lirası,,9.000 TL - 9.999 TL,9000.0,9999.0,0.0,0.0
1117,Senior,BACK-END DEVELOPER,Python,3 - 5 Yıl,Erkek,Startup,25 - 50 Kişi,Remote,İstanbul,₺ - Türk Lirası,,17.000 TL - 17.999 TL,17000.0,17999.0,0.0,0.0
1118,Junior,BACK-END DEVELOPER,"Java, .Net, Go, Kotlin",1 - 3 Yıl,Erkek,E-Ticaret,250+,Remote,İstanbul,₺ - Türk Lirası,,21.000 TL - 21.999 TL,21000.0,21999.0,0.0,0.0
1119,Middle,FULL STACK DEVELOPER,".Net, React",1 - 3 Yıl,Erkek,Kurumsal,250+,Geçici Hibrit,İstanbul,₺ - Türk Lirası,,14.000 TL - 14.999 TL,14000.0,14999.0,0.0,0.0
1120,Senior,SOFTWARE DEVELOPMENT MANAGER,".Net, Php, JavaScript | Html | Css",15 Yıl ve üzeri,Erkek,Kurumsal,250+,Geçici Hibrit,İstanbul,₺ - Türk Lirası,,27.000 TL - 27.999 TL,27000.0,27999.0,0.0,0.0
1121,Senior,TEAM / TECH LEAD,Soa,7 - 10 Yıl,Kadın,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,20.000 TL - 20.999 TL,20000.0,20999.0,0.0,0.0
1122,Junior,FRONT-END DEVELOPER,"JavaScript | Html | Css, React",0 - 1 Yıl,Erkek,Startup,25 - 50 Kişi,Ofis,İzmir,₺ - Türk Lirası,,9.000 TL - 9.999 TL,9000.0,9999.0,0.0,0.0
1123,Junior,MOBILE APPLICATION DEVELOPER,"Swift / Objective C, C / C++",1 - 3 Yıl,Erkek,Kurumsal,50 - 100 Kişi,Remote,İstanbul,₺ - Türk Lirası,,9.000 TL - 9.999 TL,9000.0,9999.0,0.0,0.0
1124,Middle,MOBILE APPLICATION DEVELOPER,Swift / Objective C,1 - 3 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,15.000 TL - 15.999 TL,15000.0,15999.0,0.0,0.0
1125,Senior,SOFTWARE DEVELOPMENT MANAGER,"Java, Angular",10 - 14 Yıl,Erkek,Kurumsal,250+,Ofis,Yurt Dışı,$ - Dolar,8.000 - 8.999,,149040.0,167651.37,8000.0,8999.0
1126,Middle,FRONT-END DEVELOPER,"JavaScript | Html | Css, Angular",3 - 5 Yıl,Kadın,Outsource,25 - 50 Kişi,Remote,İstanbul,₺ - Türk Lirası,,8.000 TL - 8.999 TL,8000.0,8999.0,0.0,0.0
1127,Junior,BACK-END DEVELOPER,Python,1 - 3 Yıl,Erkek,Kurumsal,250+,Hibrit,Yurt Dışı,₺ - Türk Lirası,,39.000 TL - 39.999 TL,39000.0,39999.0,0.0,0.0
1128,Senior,FRONT-END DEVELOPER,"JavaScript | Html | Css, React, React Native",3 - 5 Yıl,Erkek,Startup,1 - 10 Kişi,Remote,İstanbul,₺ - Türk Lirası,,23.000 TL - 23.999 TL,23000.0,23999.0,0.0,0.0
1129,Junior,MOBILE APPLICATION DEVELOPER,"Java, Kotlin",0 - 1 Yıl,Erkek,Kurumsal,10 - 25 Kişi,Ofis,İstanbul,₺ - Türk Lirası,,12.000 TL - 12.999 TL,12000.0,12999.0,0.0,0.0
1130,Middle,BACK-END DEVELOPER,"Java, React",3 - 5 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,18.000 TL - 18.999 TL,18000.0,18999.0,0.0,0.0
1131,Senior,TEAM / TECH LEAD,".Net, Go, Vue",7 - 10 Yıl,Erkek,E-Ticaret,250+,Remote,İstanbul,₺ - Türk Lirası,,26.000 TL - 26.999 TL,26000.0,26999.0,0.0,0.0
1132,Junior,FULL STACK DEVELOPER,"JavaScript | Html | Css, React",0 - 1 Yıl,Erkek,Startup,10 - 25 Kişi,Remote,İstanbul,₺ - Türk Lirası,,6.000 TL - 6.999 TL,6000.0,6999.0,0.0,0.0
1133,Middle,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css, Angular, Flutter",7 - 10 Yıl,Erkek,Dijital / Reklam Ajansı,10 - 25 Kişi,Ofis,İstanbul,₺ - Türk Lirası,,12.000 TL - 12.999 TL,12000.0,12999.0,0.0,0.0
1134,Middle,FULL STACK DEVELOPER,"Php, Go, JavaScript | Html | Css, React",7 - 10 Yıl,Erkek,Startup,50 - 100 Kişi,Hibrit,Ankara,₺ - Türk Lirası,,15.000 TL - 15.999 TL,15000.0,15999.0,0.0,0.0
1135,Junior,FRONT-END DEVELOPER,React,0 - 1 Yıl,Erkek,Startup,10 - 25 Kişi,Ofis,Denizli,₺ - Türk Lirası,,5.000 TL - 5.999 TL,5000.0,5999.0,0.0,0.0
1136,Junior,BACK-END DEVELOPER,Java,1 - 3 Yıl,Erkek,DIGER,10 - 25 Kişi,Remote,Ankara,₺ - Türk Lirası,,8.000 TL - 8.999 TL,8000.0,8999.0,0.0,0.0
1137,Senior,TEAM / TECH LEAD,"JavaScript | Html | Css, Angular",10 - 14 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,32.000 TL - 32.999 TL,32000.0,32999.0,0.0,0.0
1138,Junior,FRONT-END DEVELOPER,React,0 - 1 Yıl,Erkek,Startup,1 - 10 Kişi,Geçici Remote,Yurt Dışı,£ - Sterlin,3.000 - 3.999,,67680.0,90217.43999999999,3000.0,3999.0
1139,Junior,FRONT-END DEVELOPER,JavaScript | Html | Css,1 - 3 Yıl,Erkek,E-Ticaret,100 - 250 Kişi,Remote,İstanbul,₺ - Türk Lirası,,8.000 TL - 8.999 TL,8000.0,8999.0,0.0,0.0
1140,Senior,MOBILE APPLICATION DEVELOPER,"Java, Kotlin",3 - 5 Yıl,Erkek,E-Ticaret,250+,Remote,Antalya,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
1141,Junior,FRONT-END DEVELOPER,JavaScript | Html | Css,0 - 1 Yıl,Erkek,Kurumsal,50 - 100 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,6.000 TL - 6.999 TL,6000.0,6999.0,0.0,0.0
1142,Middle,EMBEDDED SOFTWARE DEVELOPER,C / C++,1 - 3 Yıl,Erkek,Startup,1 - 10 Kişi,Ofis,İstanbul,₺ - Türk Lirası,,8.000 TL - 8.999 TL,8000.0,8999.0,0.0,0.0
1143,Senior,FRONT-END DEVELOPER,"JavaScript | Html | Css, React",7 - 10 Yıl,Erkek,Kurumsal,50 - 100 Kişi,Remote,Ankara,₺ - Türk Lirası,,21.000 TL - 21.999 TL,21000.0,21999.0,0.0,0.0
1144,Junior,FULL STACK DEVELOPER,"Python, Angular",0 - 1 Yıl,Kadın,Kurumsal,250+,Geçici Remote,İstanbul,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
1145,Senior,FULL STACK DEVELOPER,"Java, .Net, JavaScript | Html | Css",1 - 3 Yıl,Kadın,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,15.000 TL - 15.999 TL,15000.0,15999.0,0.0,0.0
1146,Senior,TEAM / TECH LEAD,JavaScript | Html | Css,10 - 14 Yıl,Erkek,Startup,50 - 100 Kişi,Remote,Muğla,€ - Euro,3.000 - 3.999,,58410.0,77860.53,3000.0,3999.0
1147,Senior,BACK-END DEVELOPER,Python,10 - 14 Yıl,Erkek,Startup,250+,Hibrit,Yurt Dışı,€ - Euro,4.000 - 4.999,,77880.0,97330.53,4000.0,4999.0
1148,Senior,BACK-END DEVELOPER,Java,5 - 7 Yıl,Erkek,Startup,1 - 10 Kişi,Remote,Yurt Dışı,€ - Euro,3.000 - 3.999,,58410.0,77860.53,3000.0,3999.0
1149,Senior,CTO,"Php, Python, JavaScript | Html | Css, React, Vue, React Native",10 - 14 Yıl,Erkek,Startup,10 - 25 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,25.000 TL - 25.999 TL,25000.0,25999.0,0.0,0.0
1150,Senior,OTHERS,C / C++,7 - 10 Yıl,Erkek,Yazılım & Teknoloji,100 - 250 Kişi,Remote,İstanbul,$ - Dolar,10.000 ve üzeri,,186300.0,204911.37,10000.0,10999.0
1151,Senior,BACK-END DEVELOPER,"Java, .Net",5 - 7 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,22.000 TL - 22.999 TL,22000.0,22999.0,0.0,0.0
1152,Senior,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css",5 - 7 Yıl,Erkek,Kurumsal,100 - 250 Kişi,Geçici Remote,İstanbul,₺ - Türk Lirası,,12.000 TL - 12.999 TL,12000.0,12999.0,0.0,0.0
1153,Senior,BACK-END DEVELOPER,Java,5 - 7 Yıl,Erkek,Kurumsal,25 - 50 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,29.000 TL - 29.999 TL,29000.0,29999.0,0.0,0.0
1154,Middle,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css, React Native",5 - 7 Yıl,Erkek,Kurumsal,10 - 25 Kişi,Remote,İstanbul,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
1155,Senior,BACK-END DEVELOPER,.Net,5 - 7 Yıl,Erkek,E-Ticaret,250+,Remote,İstanbul,₺ - Türk Lirası,,25.000 TL - 25.999 TL,25000.0,25999.0,0.0,0.0
1156,Middle,MOBILE APPLICATION DEVELOPER,"Java, Kotlin, Flutter",3 - 5 Yıl,Erkek,Startup,250+,Geçici Remote,İstanbul,₺ - Türk Lirası,,20.000 TL - 20.999 TL,20000.0,20999.0,0.0,0.0
1157,Senior,SOFTWARE DEVELOPMENT MANAGER,"Java, React",10 - 14 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,34.000 TL - 34.999 TL,34000.0,34999.0,0.0,0.0
1158,Middle,BACK-END DEVELOPER,.Net,1 - 3 Yıl,Kadın,Kurumsal,250+,Geçici Remote,İstanbul,₺ - Türk Lirası,,11.000 TL - 11.999 TL,11000.0,11999.0,0.0,0.0
1159,Senior,FRONT-END DEVELOPER,JavaScript | Html | Css,10 - 14 Yıl,Erkek,Startup,1 - 10 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,18.000 TL - 18.999 TL,18000.0,18999.0,0.0,0.0
1160,Junior,FULL STACK DEVELOPER,.Net,1 - 3 Yıl,Erkek,Kurumsal,250+,Ofis,Ankara,₺ - Türk Lirası,,15.000 TL - 15.999 TL,15000.0,15999.0,0.0,0.0
1161,Middle,MOBILE APPLICATION DEVELOPER,React Native,1 - 3 Yıl,Erkek,Startup,1 - 10 Kişi,Remote,Yurt Dışı,$ - Dolar,2.000 - 2.999,,37260.0,55871.369999999995,2000.0,2999.0
1162,Senior,BACK-END DEVELOPER,Java,10 - 14 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,28.000 TL - 28.999 TL,28000.0,28999.0,0.0,0.0
1163,Senior,FULL STACK DEVELOPER,".Net, Angular",10 - 14 Yıl,Erkek,Kurumsal,250+,Ofis,İstanbul,₺ - Türk Lirası,,12.000 TL - 12.999 TL,12000.0,12999.0,0.0,0.0
1164,Junior,MOBILE APPLICATION DEVELOPER,Flutter,0 - 1 Yıl,Erkek,Startup,1 - 10 Kişi,Ofis,Mersin,₺ - Türk Lirası,,5.000 TL - 5.999 TL,5000.0,5999.0,0.0,0.0
1165,Junior,BACK-END DEVELOPER,"Php, JavaScript | Html | Css, Vue",5 - 7 Yıl,Erkek,Kurumsal,10 - 25 Kişi,Hibrit,Kocaeli ,₺ - Türk Lirası,,6.000 TL - 6.999 TL,6000.0,6999.0,0.0,0.0
1166,Junior,BACK-END DEVELOPER,"Python, JavaScript | Html | Css",0 - 1 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,5.000 TL - 5.999 TL,5000.0,5999.0,0.0,0.0
1167,Junior,EMBEDDED SOFTWARE DEVELOPER,C / C++,1 - 3 Yıl,Erkek,Kurumsal,250+,Geçici Remote,Ankara,₺ - Türk Lirası,,12.000 TL - 12.999 TL,12000.0,12999.0,0.0,0.0
1168,Middle,FRONT-END DEVELOPER,"JavaScript | Html | Css, React, Vue",1 - 3 Yıl,Erkek,Startup,10 - 25 Kişi,Remote,İzmir,₺ - Türk Lirası,,8.000 TL - 8.999 TL,8000.0,8999.0,0.0,0.0
1169,Senior,TEAM / TECH LEAD,.Net,5 - 7 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,20.000 TL - 20.999 TL,20000.0,20999.0,0.0,0.0
1170,Senior,MOBILE APPLICATION DEVELOPER,"Kotlin, Swift / Objective C",5 - 7 Yıl,Erkek,Startup,25 - 50 Kişi,Remote,İstanbul,₺ - Türk Lirası,,22.000 TL - 22.999 TL,22000.0,22999.0,0.0,0.0
1171,Senior,TEAM / TECH LEAD,"Php, Go, React, Vue",10 - 14 Yıl,Erkek,Kurumsal,250+,Hibrit,Yurt Dışı,₺ - Türk Lirası,,40.000 TL - 40.999 TL,40000.0,40999.0,0.0,0.0
1172,Junior,MOBILE APPLICATION DEVELOPER,Flutter,0 - 1 Yıl,Erkek,Startup,1 - 10 Kişi,Remote,İstanbul,₺ - Türk Lirası,,5.000 TL - 5.999 TL,5000.0,5999.0,0.0,0.0
1173,Middle,EMBEDDED SOFTWARE DEVELOPER,C / C++,3 - 5 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,16.000 TL - 16.999 TL,16000.0,16999.0,0.0,0.0
1174,Middle,FULL STACK DEVELOPER,"Java, JavaScript | Html | Css",1 - 3 Yıl,Erkek,E-Ticaret,10 - 25 Kişi,Ofis,İstanbul,₺ - Türk Lirası,,5.000 TL - 5.999 TL,5000.0,5999.0,0.0,0.0
1175,Senior,BACK-END DEVELOPER,.Net,10 - 14 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,27.000 TL - 27.999 TL,27000.0,27999.0,0.0,0.0
1176,Junior,BACK-END DEVELOPER,Php,0 - 1 Yıl,Erkek,E-Ticaret,1 - 10 Kişi,Ofis,Bursa,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
